OrcPitBossBody	body of the orc pit boss	1	1	1	0	TID_NONE	ATCK_WEAP_WHIP	0	1-1	SPEED_NONE	MOB_NOMOVE	AI_NOMOVE| AI_NOFIGHT	0	BossBody.kod	BossBody.kod:51	BossBody.kod:52	BossBody.kod:53	BossBody.kod:46
NarthylWorm	narthyl worm	120	144	7	0	TID_NARTHYL_WORM	ATCK_WEAP_PIERCE	0	8-12	SPEED_SLOW	0	AI_FIGHT_AGGRESSIVE | AI_FIGHT_HYPERAGGRESSIVE	0	nrthlwrm.kod	nrthlwrm.kod:54	nrthlwrm.kod:55	nrthlwrm.kod:56	nrthlwrm.kod:50
StoneTroll	StoneTroll_realname_rsc	120	144	8	-100	TID_MEDIUM_HUMAN	ATCK_WEAP_HIT	0	8-12	SPEED_FAST	0	AI_FIGHT_AGGRESSIVE	0	stntroll.kod	stntroll.kod:51	stntroll.kod:52	stntroll.kod:53	stntroll.kod:48
GroundWormQueen	groundworm queen	130	156	7	-30	TID_WORM_QUEEN	ATCK_WEAP_HIT	ATCK_SPELL_ACID	8-13	SPEED_SLOW	0	AI_FIGHT_HYPERAGGRESSIVE | AI_FIGHT_SINGLEMINDED	0	grdworm/queen.kod	grdworm/queen.kod:47	grdworm/queen.kod:48	grdworm/queen.kod:49	grdworm/queen.kod:44
DaemonSkeleton	daemon skeleton	130	156	8	-90	TID_SKELETON4	ATCK_WEAP_THRUST	0	8-13	SPEED_FAST	0	AI_FIGHT_AGGRESSIVE | AI_FIGHT_HYPERAGGRESSIVE | AI_FIGHT_SWITCHALOT | AI_MOVE_FLEE_FRIGHTENERS	0	skel/daemskel.kod	skel/daemskel.kod:48	skel/daemskel.kod:49	skel/daemskel.kod:50	skel/daemskel.kod:44
AvarChieftain	avarchief_name_rsc	135	162	9	80	TID_AVAR_CHIEF	ATCK_WEAP_PIERCE	0	9-13	SPEED_FAST	0	AI_FIGHT_AGGRESSIVE | AI_MOVE_OPTIMAL_RANGE | AI_FIGHT_WIZARD_KILLER | AI_FIGHT_MONSTERS	0	avchief.kod	avchief.kod:83	avchief.kod:84	avchief.kod:85	avchief.kod:79
DragonFlyQueen	dragonfly queen	145	174	6	40	TID_DRAGONFLY	ATCK_WEAP_PIERCE	0	9-14	SPEED_FAST	MOB_RECEIVE	AI_FIGHT_AGGRESSIVE	0	dflyq.kod	dflyq.kod:74	dflyq.kod:75	dflyq.kod:76	dflyq.kod:70
MolluskMonster	mollusk creature	150	180	7	90	TID_TOUGH	ATCK_WEAP_BLUDGEON	0	10-15	SPEED_AVERAGE	0	0	0	mollusk.kod	mollusk.kod:77	mollusk.kod:78	mollusk.kod:79	mollusk.kod:73
Thrasher	thrasher	150	180	7	-75	TID_THRASHER	ATCK_WEAP_BLUDGEON	0	10-15	SPEED_FAST	0	AI_FIGHT_AGGRESSIVE | AI_FIGHT_HYPERAGGRESSIVE | AI_FIGHT_LASHOUT | AI_MOVE_FLEE_FRIGHTENERS	0	thrasher.kod	thrasher.kod:74	thrasher.kod:75	thrasher.kod:62	thrasher.kod:57
Xeochicatl	Xeochicatl	150	180	8	0	TID_NONE	ATCK_WEAP_MAGIC	0	10-15	SPEED_AVERAGE	0	AI_FIGHT_AGGRESSIVE | AI_FIGHT_SWITCHALOT | AI_MOVE_REGROUP | AI_MOVE_WALKTHROUGH_WALLS	0	xeochctl.kod	xeochctl.kod:74	xeochctl.kod:75	xeochctl.kod:77	xeochctl.kod:70
XeoAir	ve'xeochicatl	150	180	7	0	TID_NONE	ATCK_WEAP_MAGIC	0	10-15	SPEED_VERY_FAST	0	AI_FIGHT_AGGRESSIVE | AI_FIGHT_SWITCHALOT | AI_MOVE_REGROUP | AI_MOVE_WALKTHROUGH_WALLS	0	xeochctl/xeoair.kod	xeochctl/xeoair.kod:40	xeochctl/xeoair.kod:41	xeochctl.kod:77	xeochctl.kod:70
Kriipa	kriipa	160	192	6	-50	TID_DRAGONFLY	ATCK_WEAP_SLASH	0	10-16	SPEED_FAST	0	AI_FIGHT_AGGRESSIVE | AI_FIGHT_HYPERAGGRESSIVE	0	kriipa.kod	kriipa.kod:71	kriipa.kod:72	kriipa.kod:73	kriipa.kod:67
SpiderQueen	queen spider	165	198	9	-90	TID_SPIDER_QUEEN	ATCK_WEAP_BITE	0	11-16	SPEED_NONE	MOB_NOMOVE	AI_NOMOVE | AI_FIGHT_AGGRESSIVE | AI_FIGHT_SWITCHALOT	0	spdrquen.kod	spdrquen.kod:54	spdrquen.kod:55	spdrquen.kod:56	spdrquen.kod:50
Yeti	yeti	170	204	9	0	TID_VERY_TOUGH	ATCK_WEAP_CLAW	0	11-17	SPEED_SLOW	0	AI_FIGHT_AGGRESSIVE | AI_MOVE_OPTIMAL_RANGE | AI_FIGHT_SWITCHALOT	0	yeti.kod	yeti.kod:53	yeti.kod:54	yeti.kod:55	yeti.kod:49
XeoFire	ro'xeochicatl	170	204	7	0	TID_NONE	ATCK_WEAP_MAGIC	0	11-17	SPEED_FAST	0	AI_FIGHT_AGGRESSIVE | AI_FIGHT_SWITCHALOT | AI_MOVE_REGROUP | AI_MOVE_WALKTHROUGH_WALLS	0	xeochctl/xeofire.kod	xeochctl/xeofire.kod:40	xeochctl/xeofire.kod:41	xeochctl.kod:77	xeochctl.kod:70
XeoWater	ma'xeochicatl	190	228	8	0	TID_NONE	ATCK_WEAP_MAGIC	0	12-19	SPEED_FAST	0	AI_FIGHT_AGGRESSIVE | AI_FIGHT_SWITCHALOT | AI_MOVE_REGROUP | AI_MOVE_WALKTHROUGH_WALLS	0	xeochctl/xeowater.kod	xeochctl/xeowater.kod:40	xeochctl/xeowater.kod:41	xeochctl.kod:77	xeochctl.kod:70
Cow	cow	200	240	0	0	TID_NONE	ATCK_WEAP_HIT	0	13-20	8	MOB_NOFIGHT	0	0	cow.kod	cow.kod:52	monster.kod:230	monster.kod:227	monster.kod:214
DarkAngel	dark angel	200	240	9	-100	TID_DARK_ANGEL	ATCK_WEAP_MAGIC	ATCK_SPELL_FIRE	13-20	SPEED_VERY_FAST	0	AI_FIGHT_NEWBIESAFE | AI_FIGHT_AGGRESSIVE | AI_FIGHT_SWITCHALOT | AI_MOVE_REGROUP | AI_MOVE_OPTIMAL_RANGE	0	dangel.kod	dangel.kod:71	dangel.kod:72	dangel.kod:73	dangel.kod:66
DeadLich	ghostly remains of Queen Venya'cyr	200	240	9	-100	TID_NONE	ATCK_WEAP_HIT	0	13-20	0	MOB_NOFIGHT | MOB_LISTEN | MOB_RANDOM | MOB_RECEIVE | MOB_TEACHER	AI_NOMOVE| AI_NOFIGHT| AI_NPC	MOB_ROLE_SCHOLAR	deadlich.kod	deadlich.kod:49	deadlich.kod:50	deadlich.kod:51	monster.kod:214
Ghost	ghost	200	240	5	-100	TID_GHOST	ATCK_WEAP_HIT	0	13-20	SPEED_FAST	MOB_ONE_TREASURE	AI_FIGHT_AGGRESSIVE | AI_MOVE_WALKTHROUGH_WALLS | AI_FIGHT_WIZARD_KILLER | AI_MOVE_FLEE_FRIGHTENERS	0	ghost.kod	ghost.kod:60	ghost.kod:61	ghost.kod:62	ghost.kod:57
Lich	Queen Venya'cyr	200	240	9	-100	TID_LICH	ATCK_WEAP_HIT	ATCK_SPELL_UNHOLY	13-20	SPEED_FAST	MOB_LISTEN | MOB_RECEIVE | MOB_TEACHER	AI_FIGHT_AGGRESSIVE | AI_FIGHT_WIZARD_KILLER | AI_FIGHT_HYPERAGGRESSIVE | AI_MOVE_FLEE_FRIGHTENERS | AI_FIGHT_THROUGH_WALLS | AI_FIGHT_SWITCHALOT	0	lich.kod	lich.kod:106	lich.kod:107	lich.kod:108	lich.kod:103
LupoggKing	lupogg king	200	240	9	0	TID_LUPOGG_KING	ATCK_WEAP_CLAW	0	13-20	SPEED_SLOW	MOB_SPASM	AI_FIGHT_AGGRESSIVE | AI_FIGHT_WIZARD_KILLER | AI_FIGHT_HYPERAGGRESSIVE	0	lupking.kod	lupking.kod:65	lupking.kod:66	lupking.kod:67	lupking.kod:62
Shadowbeast	shadowbeast	200	240	7	-100	TID_VERY_TOUGH	ATCK_WEAP_SLASH	0	13-20	SPEED_AVERAGE	0	AI_FIGHT_AGGRESSIVE	0	shadowb.kod	shadowb.kod:56	shadowb.kod:57	shadowb.kod:58	shadowb.kod:52
XeoEarth	te'xeochicatl	200	240	9	0	TID_NONE	ATCK_WEAP_MAGIC	0	13-20	SPEED_AVERAGE	0	AI_FIGHT_AGGRESSIVE | AI_FIGHT_SWITCHALOT | AI_MOVE_REGROUP | AI_MOVE_WALKTHROUGH_WALLS	0	xeochctl/xeoearth.kod	xeochctl/xeoearth.kod:40	xeochctl/xeoearth.kod:41	xeochctl.kod:77	xeochctl.kod:70
